Time,Animal Type and Number,Location,Rating,Tinged By,Title,Tweet Date
8:58am,6 Lion stationary,"""Update: They are still here."" S108, 170m from H5 Near Crocodile Bridge",5/5,Didi,"Dec 12, 2023 · 7:08 AM UTC",Dec 12
7:05am,5 Lion on the move,"""Males and a females."" H4-2, 2.6km from Crocodile Bridge",5/5,Didi,"Dec 12, 2023 · 7:08 AM UTC",Dec 12
Yesterday,7:00am,"3 Lions on the move ""Males crossing the Sabie River."" H4-1, just N of Nkuhlu Picnic spot Near Skukuza",5/5,Gina,"Dec 12, 2023 · 6:57 AM UTC",Dec 12
7:50am,Herd of Buffalo stationary,"""A couple of dagga boys."" H4-2, 3.7km N of H5 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 6:44 AM UTC",Dec 12
8:20am,3 Cheetah on the move,"""Mom and 2 cubs heading south on the west side."" S82, 8km from H4-2, S entrance Near Lower Sabie",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 6:44 AM UTC",Dec 12
7:00am,6 Lion stationary,"""A male and 5 females."" S108, 100m from H5 Near Crocodile Bridge",5/5,Kerry - Kruger Pride Safaris,"Dec 12, 2023 · 6:44 AM UTC",Dec 12
7:25am,3 Lion stationary,"S118, just near S114 Near Malelane",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 6:34 AM UTC",Dec 12
5:50am,2 Lion on the move,"""Males moving into the bushes."" S112, 1.3km from S114 Near Skukuza",5/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 6:34 AM UTC",Dec 12
5:10am,1 Lion stationary,"""On the eastern side of the road. It has gone to lie behind a bush."" H1-1, 350m S of S114 Near Skukuza",4/5,MichaelLever1 - Latest Sightings,"Dec 12, 2023 · 6:34 AM UTC",Dec 12
7:08am,3 Lion stationary,"""Lionesses on the northern side."" S137, 500m E of Duke turnoff Near Lower Sabie",5/5,Andre and Corlia,"Dec 12, 2023 · 6:22 AM UTC",Dec 12
7:00am,1 Lion stationary,"""A male."" S137, 500m E of Duke turnoff Near Lower Sabie",5/5,Andre and Corlia,"Dec 12, 2023 · 6:22 AM UTC",Dec 12
7:20am,4 Lion on the move,"""Update: On the east side of the road. They moved into the distance from the side of the road."" H4-2, 1km N of S25 Near Crocodile Bridge",5/5,Yusuf,"Dec 12, 2023 · 6:03 AM UTC",Dec 12
5:34am,4 Lion stationary,"""Lionesses lying scattered about 250m into the veld."" H4-2, 2.6km from Crocodile Bridge Camp Gate",5/5,Andre and Corlia,"Dec 12, 2023 · 4:27 AM UTC",Dec 12
5:34pm,1 Leopard on the move,"""It just walked out of the bush over the road to the other side!"" H1-6, 26.2km from Shingwedzi",5/5,Ruan8808,"Dec 11, 2023 · 3:51 PM UTC",Dec 11
3:35pm,1 Wildebeest feeding,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 2:40 PM UTC",Dec 11
3:35pm,4 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 2:40 PM UTC",Dec 11
3:22pm,1 Leopard on the move,"S26, 1.1km E of S102 Near Crocodile Bridge",4/5,Andre and Corlia,"Dec 11, 2023 · 2:19 PM UTC",Dec 11
3:19pm,3 Cheetahs on the move,"S82, 600m from H4-2, N entrance Near Lower Sabie",5/5,Christel1975,"Dec 11, 2023 · 2:14 PM UTC",Dec 11
3:33pm,2 Marabou Stork feeding,"S25, 900m from H4-2 Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 11, 2023 · 1:49 PM UTC",Dec 11
3:17pm,6 Elephant on the  move,"""Heading west."" S22, close to S114 Near Skukuza",5/5,Liske,"Dec 11, 2023 · 1:40 PM UTC",Dec 11
6:00am,1 Cheetah stationary,"S1, 2km E of the Nyamundwa Dam Near Phabeni",5/5,Annicaaa,"Dec 11, 2023 · 1:37 PM UTC",Dec 11
1:55pm,4 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 12:04 PM UTC",Dec 11
1:45pm,Pack of Wild Dog stationary,"""One is collared. Some are sleeping on the road while some are looking restless and keen for a hunt. A Hyena lurking in the background."" H3, at the Mlambane Bridge Near Malelane",5/5,Lynette,"Dec 11, 2023 · 12:02 PM UTC",Dec 11
8:04am,1 Spotted Hyena on the move,"S66, 2.3km from H1-1 Near Skukuza",3/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
11:29am,2 Spotted Hyena stationary,"H4-1, 6.5km E of H1-2 Near Skukuza",5/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
7:19am,3 Giraffe feeding,"H1-1, 2.8km E of S11 E entrance Near Pretoriuskop",5/5,Annicaaa,"Dec 11, 2023 · 11:39 AM UTC",Dec 11
6:18am,1 Elephant feeding,"H1-1, 750m W of S20 Near Pretoriuskop",4/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
6:27am,1 Elephant stationary,"H1-1, 1.2km E of S11 E entrance Near Pretoriuskop",3/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
7:19am,1 Cheetah hunting,"H1-1, 6.8km E of S11 E entrance Near Pretoriuskop",5/5,Annicaaa,"Dec 11, 2023 · 11:37 AM UTC",Dec 11
12:50pm,1 plus Lion stationary,"""We can see a female lying under the bush, but it seems there are also cubs just to the west of the lollipop."" H4-1, 3.7km W of H12 Near Skukuza",3/5,MichaelLever1 - Latest Sightings,"Dec 11, 2023 · 11:22 AM UTC",Dec 11
1:12pm,7 Marabou Stork stationary,"S114, 300m N of S118 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 11:16 AM UTC",Dec 11
1:06pm,4 Lion stationary,"""Update: There are 2 males and 2 females. The second male and two females are on the opposite side of the road and visibility is 3/5. The one male is out in the open and visibility is 5/5."" S114, 950m N of S118 Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 11:14 AM UTC",Dec 11
11:51am,4 Warthog stationary,"S1, 300m E of S4 Near Skukuza",4/5,NicoleBrighton,"Dec 11, 2023 · 11:01 AM UTC",Dec 11
12:00pm,2 Spotted Hyena stationary,"S1, 1.5km E of S4 Near Skukuza",5/5,NicoleBrighton,"Dec 11, 2023 · 11:01 AM UTC",Dec 11
12:44pm,6 Wild Dog stationary,"S110 gravel, 5.6km W of S120 Near Berg en Dal",5/5,GraemeK,"Dec 11, 2023 · 10:54 AM UTC",Dec 11
12:48pm,1 Lion stationary,"S114, 950m N of S118 Near Malelane",4/5,KopiteonSafari,"Dec 11, 2023 · 10:54 AM UTC",Dec 11
12:14pm,1 Burchell's Coucal in a tree,"S114, 2.4km N of S23 S entrance Near Malelane",4/5,KopiteonSafari,"Dec 11, 2023 · 10:23 AM UTC",Dec 11
12:11pm,1 Spotted Hyena on the move,"S114, 3.9km N of S23 S entrance Near Malelane",5/5,KopiteonSafari,"Dec 11, 2023 · 10:23 AM UTC",Dec 11
12:02pm,2 African Fish Eagle stationary,"S114, 1.9km N of S25 Near Malelane",2/5,Youdabambi,"Dec 11, 2023 · 10:10 AM UTC",Dec 11
11:21am,12 Wild Dog stationary,"S25, 3.5km E of S119 Near Malelane",5/5,TreeHugger,"Dec 11, 2023 · 9:28 AM UTC",Dec 11
7:38am,4 Spotted Hyena sleeping,"H3, 4.5km N of S118 Near Malelane",5/5,Christel1975,"Dec 11, 2023 · 9:04 AM UTC",Dec 11
10:35am,1 Spotted Hyena on the move,"""Crossed the road."" H4-2, just N of S28, S entrance Near Crocodile Bridge",5/5,MicahelLever1 - Latest Sightings,"Dec 11, 2023 · 8:50 AM UTC",Dec 11
8:45am,8 Lion stationary,"""On the grass."" S102, 600m N of the Buffelsdoring waterhole Near Crocodile Bridge",5/5,NatgoeJames,"Dec 11, 2023 · 8:25 AM UTC",Dec 11
9:27am,3 Spotted Hyena stationary,"""On a rock."" H4-1, just W of the H12 junction. Near Skukuza",4/5,Neumann Girls,"Dec 11, 2023 · 8:19 AM UTC",Dec 11
7:47am,8 Lion stationary,"""Lying around. There is a male also."" S102, 1.8km from S26 Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 11, 2023 · 7:35 AM UTC",Dec 11
8:14am,8 Lion stationary,"""Very lazy."" S102, 600m N of the Buffelsdoring waterhole Near Crocodile Bridge",5/5,BerniceVos,"Dec 11, 2023 · 6:25 AM UTC",Dec 11
5:40am,1 Spotted Hyena stationary,"H3, 2km S of Afsaal Near Malelane",5/5,rachitjain,"Dec 11, 2023 · 6:12 AM UTC",Dec 11
7:49am,1 Spotted Hyena stationary,"""Lying in the road."" H3, 2km S of Afsaal Near Malelane",5/5,dane23,"Dec 11, 2023 · 6:12 AM UTC",Dec 11
7:30am,8 Lion sleeping,"""1 male and 7 females."" S102, 600m N of the Buffelsdoring waterhole Near Crocodile Bridge",4/5,minwyn02,"Dec 11, 2023 · 6:12 AM UTC",Dec 11
7:00am,1 Marabou Stork feeding,"S121, at the S114 junction Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 11, 2023 · 6:05 AM UTC",Dec 11
6:50am,2 Giraffe fighting,"""A friendly standoff between an old and young bull."" S121, 5km from H3 Near Malelane",5/5,Frannie - Tambotie Transfers and Tours,"Dec 11, 2023 · 6:05 AM UTC",Dec 11
7:00am,2 Lion on a kill,"""Two males on a giraffe kill. Not much is left of the giraffe."" H1-6, 2km N of S48, N entrance Near Mopani",5/5,Lynette,"Dec 11, 2023 · 6:05 AM UTC",Dec 11
7:27am,2 Giraffe stationary,"H1-1, 3.3km S of H11 Near Skukuza",5/5,Sombro,"Dec 11, 2023 · 5:39 AM UTC",Dec 11
6:56am,3 Lion stationary,"S114, 1.1km N of S118 Near Malelane",5/5,Afghan,"Dec 11, 2023 · 5:09 AM UTC",Dec 11
6:20am,10 Wild Dog hunting,"S26, 300m from S25 Near Crocodile Bridge",5/5,minwyn02,"Dec 11, 2023 · 5:03 AM UTC",Dec 11
5:37am,3 Black Backed Jackal on the move,"S25, 400m from H4-2 Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
5:59am,5 Spotted Hyena stationary,"S1, 2.6km W of Nyamundwa Dam Near Phabeni",5/5,Neumann Girls,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
5:56am,1 Cheetah on the move,"""He was walking on the road and later went into the bush."" S1, 2km E of Nyamundwa Dam Near Phabeni",5/5,Aaishah,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
6:13am,2 Lion stationary,"""Males chilling 200m in."" At the Nyamundwa Dam wall, off S1 Near Phabeni",4/5,Neumann Girls,"Dec 11, 2023 · 4:35 AM UTC",Dec 11
5:25pm,1 Leopard on the move,"""Left the tree with the carcass due to a herd of elephants approaching. Lost sight of it"" S1, just W of S4 on N side of road Near Skukuza",1/5,AbdullahCajee24 - Bajee Squad,"Dec 10, 2023 · 3:50 PM UTC",Dec 10
5:25pm,Clan of Spotted Hyena on the move,"""The juvenile is running around and trying to play with all the adults"" H11, at S42 junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 3:50 PM UTC",Dec 10
5:10pm,1 Spotted Hyena on a kill,"""It was eating a baby impala and we could hear the bones snapping"" H11, 1km W of S42 Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 3:49 PM UTC",Dec 10
4:30pm,1 Leopard in a tree with kill,"S1, just W of S4 on N side of road in the strong rain. It's quite far off Near Skukuza",4/5,Michael - Latest Sightings,"Dec 10, 2023 · 3:07 PM UTC",Dec 10
4:29pm,2 Spotted Hyenas crossed road,"S1, 3.3km E of S3 Near Phabeni",5/5,lemonadeshock,"Dec 10, 2023 · 3:07 PM UTC",Dec 10
2:20pm,Lots of Crocodile and Spoonbills with the pod of Hippopotami,"S28, 1.2km E of H402 S junction Near Crocodile Bridge",5/5,Sez Photography,"Dec 10, 2023 · 2:30 PM UTC",Dec 10
2:30pm,1 Lion stationary,"""Lioness still in the riverbed"" H1-2, Mutlumuvi Bridge on N side Near Skukuza",5/5,AbdullahCajee03 - Bajee Squad,"Dec 10, 2023 · 2:30 PM UTC",Dec 10
3:30pm,4 Lions stationary,"""Lioness with 3 cubs. Little cubs playing around in the rain,mother getting irritated also"" H4-1, about 5km W of H12 on the N side of road Near Skukuza",5/5,AbdullahCajee03 - Bajee Squad,"Dec 10, 2023 · 2:30 PM UTC",Dec 10
3:55pm,1 Spotted Hyena stationary,"""Only one is visible by the den"" H11, at S42 junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:21 PM UTC",Dec 10
3:31pm,1 Leopard feeding,"S1, just W of S4 Near Skukuza",4/5,lemonadesshock,"Dec 10, 2023 · 2:20 PM UTC",Dec 10
2:15pm,1 Flap necked Chameleon on the move,"H1-2, 3.1km E of Kruger Tablet Near Tshokwane",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:20 PM UTC",Dec 10
10:50am,2 Buffalo stationary,"""Dagga boys on the road"" S83, 450m N of H1-2 E junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:18 PM UTC",Dec 10
10:30am,2 Buffalo stationary,"S83, 1.8km N of H1-2 W junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:18 PM UTC",Dec 10
10:15am,1 Lion stationary,"""Wouldn't have seen it if another car hadn't pointed it out"" H1-2, on the E side of the Sand river bridge, quite far off Near Skukuza",2/5,Michael - Latest Sightings,"Dec 10, 2023 · 2:18 PM UTC",Dec 10
3:03pm,1 Leopard hunting,"H4-2, 750m N of H5 Near Lower Sabie",2/5,KopiteonSafari,"Dec 10, 2023 · 1:37 PM UTC",Dec 10
9:00am,3 Cheetahs stationary,"S28, 4km S of S107 Near Crocodile Bridge",2/5,ToyahM,"Dec 10, 2023 · 1:36 PM UTC",Dec 10
2:04pm,2 Lions stationary,"S118, 5.6km E of H3 Near Malelane",5/5,ToyahM,"Dec 10, 2023 · 1:36 PM UTC",Dec 10
2:30pm,1 Leopard in a tree,"S1, just past the S4 Near Skukuza",5/5,K,"Dec 10, 2023 · 1:35 PM UTC",Dec 10
1:49pm,1 Lion stationary,"H1-2, Lying in the Sand river Near Skukuza",5/5,K,"Dec 10, 2023 · 1:35 PM UTC",Dec 10
1:06pm,Pod of 7 Hippopotami swimming,"S28, 1.2km E of H4-2 S junction at view site Near Crocodile Bridge",5/5,Eloisar,"Dec 10, 2023 · 11:17 AM UTC",Dec 10
11:25am,3 Cheetahs stationary,"S28, 8.8km E of H4-2 S junction, difficult to see, they are lying under a bush and in between grass Near Crocodile Bridge",2/5,Eloisar,"Dec 10, 2023 · 11:17 AM UTC",Dec 10
12:00pm,Clan of Spotted Hyena stationary,"H10, 6.1km S of H1-2 at Den Near Tshokwane",5/5,Andre and Corlia,"Dec 10, 2023 · 11:11 AM UTC",Dec 10
12:27pm,Pride of Lion stationary,"S102, 4km N of Mpondo dam Near Lower Sabie",5/5,Tauhirah,"Dec 10, 2023 · 10:45 AM UTC",Dec 10
11:29am,1 Elephant eating,"S10, 900m E of S7 N junction Near Pretoriuskop",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
11:24am,1 Bateleur in a tree,"Gasanftombi Road, 140m W of H4-2 Near Crocodile Bridge",5/5,KopiteonSafari,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
10:53am,1 Lion stationary,"S3, 7.4km S of S1 Near Phabeni",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
11:20am,1 Elephant on the move,"S7, 2km N of H1-1 Near Pretoriuskop",5/5,CathBauwens,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
10:42am,1 Leopard in a tree,"H3, 350m N of S110 tar, 200m from the road Near Malelane",3/5,TY1,"Dec 10, 2023 · 10:19 AM UTC",Dec 10
10:32am,3 Lion stationary,"H3, 1.7km S of S113 in the riverbed Near Jock Safari Lodge",2/5,Hauptfleisch,"Dec 10, 2023 · 8:57 AM UTC",Dec 10
9:17am,2 Lion stationary,"S118, 2km W of S114 Near Malelane",4/5,Hauptfleisch,"Dec 10, 2023 · 8:57 AM UTC",Dec 10
9:17am,2 Lion stationary,"S118, 1.7km W of S114 Near Malelane",4/5,Hauptfleisch,"Dec 10, 2023 · 8:18 AM UTC",Dec 10
9:40am,3 Buffalo stationary,"S114, in the water 200m before S121 Near Malelane",5/5,Sunflower,"Dec 10, 2023 · 8:11 AM UTC",Dec 10
7:20am,1 Lion stationary,"H1-2, lying completely visible in the Mutlumuvi riverbed on the sand Near Skukuza",5/5,Lynette,"Dec 10, 2023 · 8:11 AM UTC",Dec 10
8:00am,3 Spotted Hyena stationary,"""Male, female and cub"" H1-1, about 700m from Numbi gate on route to Pretoriuskop",5/5,Schoemies6,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:10am,3 Southern Ground Hornbill on the move,"""2 adults and 1 juvenile"" S22, at the Stevenson-Hamilton Memorial Lookout turnoff Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
7:20am,1 Spotted Hyena stationary,"S112, 3.9km E of H3, standing around next to road Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:06am,1 Cheetah stationary,"S28, 11.5km E of H4-2 S junction, 20m into the bush Near Crocodile Bridge",2/5,NatgeoJames,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:20am,3 Cheetah stationary,"S28, 11.5km E of H4-2 S junction, lying down in the grass 80m from the road Near Crocodile Bridge",1/5,minwyn02,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:35am,5 Giraffe stationary,"""The one giraffe was missing a horn"" S114, 2.1km S of H1-1 Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
8:27am,1 Lion stationary,"S118, 5.9km E of H3 Near Malelane",5/5,ConnerMacK,"Dec 10, 2023 · 7:22 AM UTC",Dec 10
7:40am,1 Lion stationary,"""Male which is very hurt and limping badly"" S3, about 8.5km S of S1 Near Phabeni",5/5,K,"Dec 10, 2023 · 5:52 AM UTC",Dec 10
7:30am,6 Southern Ground Hornbill on the move,"""Two of which are immature and two more in a tree a few meters past"" S25, just off S114, in the riverbed Near Malelane",5/5,Sez Photography,"Dec 10, 2023 · 5:41 AM UTC",Dec 10
6:40am,1 Verreaux's Eagle Owl stationary,"S27, 550m S of S25 Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 5:01 AM UTC",Dec 10
6:15am,1 Southern Ground Hornbill on the move,"S121, 300m E from H3 Near Malelane",5/5,Sunflower,"Dec 10, 2023 · 4:30 AM UTC",Dec 10
5:10am,6 Spotted Hyena stationary,"""Two big adults lying down while 4 babies are playing on the road"" H11, at S42 junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:18am,7 Spotted Hyena stationary,"""They encircled the car and tried to chew on the rear bumper. They have moved towards the culvert now with the rain"" H11, at S42 junction Near Skukuza",5/5,Michael - Latest Sightings,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:38am,1 Lion sleeping,"S3, 8.1km S of S1, very close to road Near Phabeni Gate",5/5,MikaylaSindlerova,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:49am,1 Lion stationary,"S3, 8km S of S1 Near Phabeni Gate",5/5,MikaylaSindlerova,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:59am,3 Giraffe stationary,"S1, just E of S65 Near Skukuza",5/5,lemonadeshock,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
6:03am,2 Black backed Jackal on the move,"S25, 500m W of H4-2, about 20m in Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
6:04am,5 Elephant ,"S65, 450m S of S1 Near Skukuza",4/5,lemonadeshock,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
6:05am,8 Marabou Stork stationary,"S25, 750m W of H4-2 Near Crocodile Bridge",5/5,NatgeoJames,"Dec 10, 2023 · 4:27 AM UTC",Dec 10
5:54am,4 Lion stationary,"S28, 7.4km E of H4-2 S junction Near Crocodile Bridge",5/5,Andre and Corlia,"Dec 10, 2023 · 4:05 AM UTC",Dec 10
5:41pm,20 Buffalo stationary,"S108, 200m E of S26 Near Crocodile Bridge",4/5,NatgeoJames,"Dec 9, 2023 · 3:54 PM UTC",Dec 9
4:47pm,1 Tawny Eagle in a tree,"H4-2, 450m S of S25 Near Crocodile Bridge",4/5,NatgeoJames,"Dec 9, 2023 · 3:11 PM UTC",Dec 9
1:20pm,1 Southern Ground Hornbill on the move,"H3, 3.3km S of S113 Near Jock Safari Lodge",5/5,ConnerMacK,"Dec 9, 2023 · 3:11 PM UTC",Dec 9
3:12pm,3 Elephants eating,"""One word, gigantic"" S28, 2.6km S of S107 Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:23 PM UTC",Dec 9
2:52pm,1 Kudu eating,"""So majestic"" S107, just E of S28 Near Lower Sabie",5/5,Ray78,"Dec 9, 2023 · 2:22 PM UTC",Dec 9
2:49pm,2 Cape Vulture in a tree,"""Saw the chick and the nest"" S28, 1km S of S137 Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:10 PM UTC",Dec 9
2:17pm,4 Crocodile eating a buffalo,"H4-2, 1.5km N of S28 N junction Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:10 PM UTC",Dec 9
12:30pm,1 Yellow billed Stork eating and Crocodile,"H4-1, Sunset dam Near Lower Sabie",5/5,Ray78,"Dec 9, 2023 · 2:10 PM UTC",Dec 9
8:52am,1 Tawny Eagle in a tree and Nyala,"H4-2, 4.8km N of H5 Near Lower Sabie",5/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
9:50am,Pod of 10 Hippopotami stationary,"H4-1, Sunset dam Near Lower Sabie",4/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
8:33am,1 Leopard Tortoise eating,"H4-2, 650m N of S130 S junction Near Crocodile Bridge",5/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
3:23pm,1 African Hawk Eagle in a tree,"""Brilliant sighting"" S28, 8.6km E of H4-2 S junction Near Crocodile Bridge",5/5,Ray78,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
3:10pm,9 Lion sleeping,"Ting Road, 2.4km W of S65 towards the H1-1 on the new road Near Skukuza",4/5,Thwebula,"Dec 9, 2023 · 2:09 PM UTC",Dec 9
10:44am,1 Lion stationary,"""The Female Lion is watching a Crocodile eating a baby Hippo. Looks like the Lion was in a fight either with her pack or the Crocodile, she is injured on her left back side."" H1-6, Letaba river bridge",5/5,Ruan8808,"Dec 9, 2023 · 12:55 PM UTC",Dec 9
1:50pm,1 Cheetah stationary,"H6, about 70m from the road under a small tree on S side of the road Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
1:30pm,4 Lions stationary,"""Lionesses under tree 300m N of male lion"" H1-3, 500m S of S126, about 80m from road Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
1:15pm,1 Lion on a kill,"""Next to road with wildebeest carcass"" H1-3, 800m S of S126 Near Satara",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
12:00pm,Mega herd of Buffalo ,"H1-3, at Mazithi dam Near Tshokwane",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:54 PM UTC",Dec 9
2:00pm,1 Lion crossed road,"S1, 150m W of Nyamundwa dam Near Phabeni",5/5,Zein,"Dec 9, 2023 · 12:44 PM UTC",Dec 9
9:10am,1 Lion on a kill,"""Lioness with a baby zebra kill"" H10, 2.8km N of S29 N junction, just off on E side, 20m from road Near Lower Sabie",5/5,Renata - Kedibone Safaris,"Dec 9, 2023 · 12:44 PM UTC",Dec 9
8:36am,1 Sable Antelope crossed road,"H1-2, 2km S of Orpen Rocks, disappearing into bushes Near Skukuza",5/5,CdB,"Dec 9, 2023 · 12:12 PM UTC",Dec 9
12:31pm,5 Wild Dog stationary,"S1, 1.1km W of Nyamundwa dam Near Phabeni",3/5,Kylelaing26,"Dec 9, 2023 · 10:55 AM UTC",Dec 9
12:23pm,4 Southern Ground Hornbill on the move,"S110 tar, 1.4km W of H3 Near Malelane",5/5,TY1,"Dec 9, 2023 · 10:55 AM UTC",Dec 9
11:32am,Herd of Elephant stationary,"""Taking a mud bath"" S130, 1.1km S of H4-2 N junction Near Lower Sabie",5/5,Andre and Corlia,"Dec 9, 2023 · 10:35 AM UTC",Dec 9
